isbn,author_id,author_revenue
9152185247,121,3085740.0
2770192336,121,1331280.0
8978149311,121,3022800.0
7751260797,121,798660.0
8455508108,121,525000.0
6308465509,121,264960.0
5469438804,121,897479.9999999999
9687454200,121,4250879.999999999
8347483371,121,2216280.0
4726741915,121,185820.0
2439697535,121,110400.0
1689150523,121,2999700.0
4879128800,121,94080.0
1399140013,121,2916120.0
8620216404,121,718080.0
6395518596,121,99600.0
9418587882,121,135240.0
9230808776,121,356159.99999999994
3273617650,121,686879.9999999999
7644835796,121,3961680.0
6826370080,121,1093679.9999999998
7719410558,121,397380.0
6189175950,121,2344319.9999999995
9460207629,121,789000.0
9184913887,121,597600.0
8005900293,121,159959.99999999997
6054457991,121,650760.0
7970888855,121,1239300.0
7365668758,121,2083320.0
8632082509,121,3643440.0
7274495170,121,80040.0
7072368576,121,3173399.9999999995
6293581908,121,99360.0
2190083360,121,2646000.0
6785712265,121,2898180.0
9212231669,121,2109240.0
2947335955,121,1875960.0
1227514797,121,2188800.0
3687570741,121,1226040.0
1719287878,121,3387120.0
9340508223,121,518520.0
8207292214,121,2065440.0
4650496725,121,2644500.0
5619489497,121,1334340.0
5204902224,122,192720.0
6561577834,122,1490220.0
4725531942,122,2106720.0
9954399572,122,4009320.0
9996079045,122,132000.0
5724121220,122,546839.9999999999
1238952120,122,1585439.9999999998
2102948140,122,1428000.0
9798534269,122,992880.0
7112295182,122,1491840.0
3700488827,122,2641500.0
7646124779,122,433920.0
2803918993,122,1401540.0
7415673658,122,3133199.9999999995
8298772782,122,4782000.0
4756147050,122,321479.99999999994
1683416879,122,694260.0
8446689370,122,2278080.0
4340918618,122,1579679.9999999998
4778396671,122,1305480.0
8042572770,122,1161540.0
6417192437,122,2347200.0
7701653699,122,2200800.0
8677099792,122,305519.99999999994
6515477864,122,878699.9999999999
7035397900,122,1398239.9999999998
3932438956,122,125400.0
2669095669,122,1689660.0
8801730245,122,2143200.0
2951441020,122,2842560.0
6951208584,122,3904320.000000001
4654683464,122,400680.0
8847424986,122,4755480.0
4176602769,122,1483500.0
7495797402,122,4315920.0
7249281506,122,452760.0
7505194789,122,1359900.0
8124298860,122,1928160.0
3626928822,122,680400.0
5919997171,122,2467440.0
3780928023,122,4135260.0
2377848240,122,566400.0
6446301975,122,3480420.0
9719648512,122,3081120.0
9386968145,122,3984000.0
8911511085,122,1085040.0
6946292296,122,1120140.0
7935120568,122,888959.9999999999
4531448871,122,1130159.9999999998
8110826707,122,761999.9999999999
8916747875,122,1033200.0
1877051229,122,5024880.0
2192402349,122,154799.99999999997
9301840025,123,556320.0
6637829654,123,475200.0
3006863751,123,1833840.0
3938368224,123,876000.0
6514617052,123,1171800.0
1365012281,123,141959.99999999997
9568884702,123,832500.0
9647971256,123,959760.0
9203322600,123,4198320.0
5897624525,123,1111320.0
6733972117,123,1626900.0
9184166702,123,559680.0
1019282953,123,821040.0
1580857283,123,1091579.9999999998
6197002356,123,2793960.0
9889980390,123,606000.0
8195895458,123,3773700.0
3254259017,123,1293599.9999999998
8571250259,123,857400.0
2123439261,123,1965600.0
6138975585,123,2068860.0
6761907492,123,1983600.0
1609066439,123,2096640.0
4925790335,123,2645460.0
1020555431,123,1457280.0
5309553992,123,3643920.0
8789170805,123,710100.0
2160671548,123,117900.0
8169599527,123,92880.0
5759488542,123,184800.0
4254701772,123,1280880.0
5147109894,123,4417560.0
9108068950,123,1085280.0
8083585845,123,750240.0
1367347428,123,865919.9999999999
3738360852,123,1094940.0
8308290424,123,1123320.0
7479619724,123,2103840.0
5816652735,123,1043460.0
8569907590,123,1661399.9999999998
3865430746,123,1841280.0
5313211415,123,97200.0
9113172769,123,2104500.0
5575980672,123,3762000.0
4091087516,123,5021280.0
1177668045,123,1476000.0
6914869683,123,786000.0
6568203066,123,4802160.0
8503583310,123,580320.0
4097548979,123,2327640.0
5995726498,124,4600440.0
4820828483,124,3141120.0
4209869777,124,408960.0
7775056456,124,553860.0
8495799476,124,43200.0
8406440372,124,388680.0
5930612564,124,387600.0
3575494158,124,1373039.9999999998
4207741205,124,744240.0
3670203142,124,245700.0
8587567227,124,2084160.0
1563976069,124,3241560.0
5879778337,124,2038980.0
8699157639,124,2694000.0
3223279902,124,1776599.9999999998
7877554800,124,633420.0
7929975817,124,2359860.0
8217556808,124,2119320.0
3159580518,124,860160.0
7532133996,124,543719.9999999999
2839577201,124,2093520.0
4845712369,124,1586880.0
1289375379,124,2721600.0000000005
8089602155,124,1074840.0
6984181458,124,2134080.0
8158946044,124,269279.99999999994
7632601770,124,2707019.9999999995
1016684341,124,287699.99999999994
1129185045,124,212040.0
2675375536,124,3591960.0
9555773701,124,1513980.0
3744694948,124,2209200.0
3708247680,124,18720.0
9738586783,124,155100.0
8254071274,124,1119540.0
1361731917,124,13860.0
8596671151,124,1319760.0
8810139334,124,257040.0
1627244176,124,2722740.0
7855398256,124,280800.0
5073979900,124,1327619.9999999998
5179385308,124,4389840.0
2363127224,124,3846360.0
4219197874,124,3994320.0
4528641291,124,1053360.0
8700507029,124,2768279.9999999995
1067080525,124,807599.9999999999
2198727401,124,2537460.0
3880004473,124,3534300.0
1310928969,124,1873080.0
1379030095,125,1238159.9999999998
2209536680,125,862619.9999999999
1405039255,125,382800.0
5297075534,125,5382000.0
6025069074,125,1380960.0
8742171542,125,3727380.0
1180006925,125,2251799.9999999995
2885509123,125,2394480.0
2976598590,125,3460800.0
6504959880,125,1607339.9999999998
7199596638,125,2564280.0
5518624318,125,429000.0
8608607869,125,2578799.9999999995
9357792845,125,1330320.0
8417443959,125,2274000.0
7968426440,125,685260.0
1851033140,125,1699200.0
6116199519,125,2461199.9999999995
2720378602,125,1122360.0
5857634205,125,4305600.0
8408504628,125,4745340.0
9600407995,125,577320.0
6719605785,125,1015200.0
6124738031,125,1458000.0
4294602394,125,264600.0
7442352077,125,1092419.9999999998
6749502395,125,1512000.0
5206148413,125,237600.0
4700787703,125,1428840.0000000002
7212499902,125,4095000.0
8750471314,125,2799360.0
5136830771,125,1385160.0
9276720170,125,618120.0
4701584044,125,909840.0
6468908981,125,3505320.0000000005
4667741820,125,1153799.9999999998
3447146494,125,980100.0
6811810126,125,4649579.999999999
8731555080,125,526680.0
5536156907,125,1813500.0
1650345100,125,3759119.999999999
5114322733,125,37619.99999999999
1121150806,125,3600120.0
1399958826,125,744480.0
2073205375,125,1827000.0
1052706244,125,352500.0
5944845872,125,541439.9999999999
4055345189,125,630600.0
3172700825,125,1701959.9999999998
7912058503,125,5191620.0
7365644839,125,1122300.0
7300133396,125,2940840.0
4326544278,126,279300.0
3797560114,126,2883300.0000000005
9271853818,126,850560.0
4947289137,126,2349000.0
3906029322,126,157320.0
3017475872,126,1311120.0
9338020341,126,2173200.0
7525149219,126,1774680.0
4478656866,126,2912640.0
6553588024,126,2799660.0
4928375007,126,3026400.0
3804451334,126,909540.0
9180096462,126,3217260.0
4139221117,126,949440.0
5079543743,126,405720.0
4152561081,126,1297500.0
9086877441,126,2332440.0
3510383840,126,1544880.0
4384168537,126,2044800.0
6337168268,126,639000.0
5963745616,126,1950480.0
1511995841,126,1437840.0
3895391784,126,1173000.0
1419362329,126,499320.0
4617000607,126,1668240.0
5921749672,126,575820.0
4876070411,126,215880.0
4749458401,126,1382400.0
5594394910,126,1027080.0
1037933819,126,2221200.0
7896001273,126,2996699.9999999995
9542019343,126,2745000.0
1783037959,126,251160.0
3897658606,126,962160.0
5611613776,126,3156480.0
2526946239,126,4061640.0
8408010480,127,536520.0
3981468900,127,1195199.9999999998
8412762953,127,2998500.0
8211489335,127,3376200.0
6965091659,127,670319.9999999999
9945848438,127,2071500.0
8072523871,127,391440.0
1282050157,127,852600.0
7762290861,127,845759.9999999999
4205172579,127,1001880.0
7791317545,127,1008600.0
9790925802,127,3024840.0
5017915991,127,833999.9999999999
9335990524,127,4774800.0
5493907880,127,720000.0
3772174485,127,2383740.0
7268152589,127,1476000.0
2320535100,127,3663240.0
2556221017,127,2494800.0
8010079470,127,372060.0
4981015336,127,689399.9999999999
2647568027,127,148500.0
1635320616,127,3434760.0
3094171700,127,1142280.0
6201372072,127,145080.0
2150238224,127,1739940.0000000002
7764012870,127,2750940.0
8329167337,127,1241760.0
6447730675,127,4518119.999999999
6928533535,127,562200.0
2943021317,127,3248699.9999999995
5863214707,127,3817440.0
7254928204,127,5112660.0
8238180794,127,2372999.9999999995
8048868478,127,2073780.0
2701654077,127,4059300.0
1321232945,127,739200.0
5955740510,127,549720.0
5026267443,127,3515400.0
5002626618,127,492480.0
5945159960,127,1139700.0
5835419817,127,1914540.0
5060789746,127,1752240.0
5191165407,127,2367000.0
5328398023,127,3294720.0
1773120327,127,1246499.9999999998
4048197367,127,568080.0
5957347332,127,239040.00000000003
7477405661,127,655200.0
8296456474,127,1194000.0
9672715943,127,178619.99999999997
8934760939,127,2160900.0
8626277827,127,3171960.0
5057019803,127,2489700.0
9812938936,127,218280.0
4969813893,128,169199.99999999997
9359894648,128,1416780.0
5943064621,128,578340.0
3936181351,128,1144020.0
6203797467,128,1209600.0
1274567483,128,425700.0
6871525659,128,1874160.0
5193903659,128,3503279.9999999995
